id,text,T1 Target,T1 Argument,T1 Harmful,T2 Target,T2 Argument,T2 Harmful,T3 Target,T3 Argument,T3 Harmful,T4 Target,T4 Argument,T4 Harmful,T5 Target,T5 Argument,T5 Harmful,T6 Target,T6 Argument,T6 Harmful,,,
1161059176807686144,= i just want some friends i can call bitches n fake hate each other but jump on those who messes with any of us,friends,i can call bitches,YES,friends,hate each other,YES,,,,,,,,,,,,,,,
1157044881094787072,absolutely fucking boggles my mind that they found 2 BILLION POUNDS????? fuck austerity and fuck the fucking tories,they,absolutely fucking boggles my mind,YES,tories,fuck austerity,YES,tories,fuck the fucking tories,YES,,,,,,,,,,,,
1161764985195978752,@USER @USER They are disgusting. Raped minors by illegals endorsed by dems. They all belong in jail.,They,are disgusting,YES,illegals,Raped minors,YES,They,belong in jail,YES,,,,,,,,,,,,
1156725650323062784,bitches said we are loona im the fucking visual holeLiterally there are no visual holes in loona.... none.... all of them are visuals literally every single one,bitches,bitches,YES,,,,,,,,,,,,,,,,,,
1186395339206676484,fantasizing about going ape shit crazy so sick of pretending like i got it all together,NULL,going ape shit crazy,YES,,,,,,,,,,,,,,,,,,
1187788879883096064,the black on the sides is gonna bother the shit out of me but oh well,NULL,bother the shit out of me,YES,,,,,,,,,,,,,,,,,,
1159546261596463111,Some of the finest females be some damn groupies 🤦🏾‍♂️ #shame Some of y’all too driven by materia,finest females,damn groupies,YES,y'all,materialistic shit,YES,,,,,,,,,,,,,,,
1186389634881916933,5 more days and all the overly opinionated people can shut the fuck up �,people,overly opinionated people,YES,people,shut the fuck up,YES,,,,,,,,,,,,,,,
1157464074684370944,If only I had the courage to tweet the dumb shit I text my group 😂,NULL,dumb shit,NO,,,,,,,,,,,,,,,,,,
1158486905039872007,@USER How the hell did you guys find like 200 of those tweets they're all the same fucking joke,@USER,same fucking joke,YES,,,,,,,,,,,,,,,,,,
1187428926357987328,"bitches try to ""make me,"" their way into some dick",bitches,bitches,YES,bitches,way into some dick,YES,,,,,,,,,,,,,,,
1188494714284236800,the way i’m not offended by people calling americans dumb bc i am in fact dumb as fuc,americans,dumb,YES,I,dumb as fuck,NO,,,,,,,,,,,,,,,
1161475389157511169,@USER Yoooooo these fucking losers really had a grown man getting rocked by an underage teenager and then sicked a dog on him😩�,losers,fucking losers,YES,man,rocked by an underage teenager,YES,,,,,,,,,,,,,,,
1187573603572899842,@USER @USER Get the fuck out of my White House!,@USER,Get the fuck out,YES,,,,,,,,,,,,,,,,,,
1152753689712611328,I wanna love and fuck on the same nigga forever,nigga,fuck,YES,nigga,nigga,YES,,,,,,,,,,,,,,,
1161444547278204929,girls who r super tatted up w/ sleeves get extra bad bitch points. I don’t make the rule,girls,bad bitch points,YES,,,,,,,,,,,,,,,,,,
1155747955502018561,i’m high as fuck watching all these asmr eating videos on ,I'm,high as fuck,NO,,,,,,,,,,,,,,,,,,
1160209657895510024,Bitches look for reasons not to like you just a bunch of weirdo ass hoe tryna be relevant ✌,Bitches,Bitches,YES,Bitches,weirdo ass hoe,YES,,,,,,,,,,,,,,,
1186023937571983360,Nobody ever tell me how they feel they wait until a argument that shit lame,Nobody,that shit lame,NO,,,,,,,,,,,,,,,,,,
1161316996585328640,How u bitches be homeless.....Sleep in them big ass white Filas,bitches,bitches,YES,bitches,homeless,YES,,,,,,,,,,,,,,,
1156030184828461057,FUCK THE RICH PEDO NEEDS TO TURN ON THE OTHER RICH PEDOS AND THEN WE MURDER THEM FUCK EVERYTHING ELSE,RICH PEDO,FUCK THE RICH PEDO,YES,OTHER RICH PEDOS,OTHER RICH PEDOS,YES,RICH PEDOES,WE MURDER THEM FUCK,YES,,,,,,,,,,,,
1158095778675593217,"@USER take your stupid brutes out the game, THEY’RE SUPID and NOBODY ASKED FOR TH",brutes,stupid brutes,YES,THEY'RE,SUPID,YES,brutes,NOBODAY ASKED FOR THEM,YES,,,,,,,,,,,,
1188131926256668673,bts really are the greatest male entertainers of our generation literally just look at all the fucking MATERIAL,bts,fucking MATERIAL,NO,,,,,,,,,,,,,,,,,,
1159598188426215431,Niggas got all these resources and choose to not use them lol,Niggas,Niggas,YES,,,,,,,,,,,,,,,,,,
1186386157887741954,going all the way up to sheffield for this shit. fuck off. these man make us look like dickheads smh,NULL,this shit isn't,YES,NULL,fuck off,YES,us,look like dickheads,YES,,,,,,,,,,,,
1157369129743069184,To all the white girls who wear those white fila platforms I just wanna say from the bottom of my heart fuck you,white girls,fuck you,YES,,,,,,,,,,,,,,,,,,
1159791909843480576,"@USER @USER Yes he's that stupid, they all are.",he's,stupid,YES,,,,,,,,,,,,,,,,,,
1161299002282905602,@USER yeah... I'm too tired and distracted by irl health shit to care what these idiots think... it's their loss,these idiots,these idiots,YES,,,,,,,,,,,,,,,,,,
1161492263580700673,I hate riding in the car with niggas 🙄 always wanna listen to this lame ass around the way nigg,niggas,niggas,YES,niggas,lame ass,YES,niggas,niggas,YES,,,,,,,,,,,,
1157012428162555904,Tired of white hoes tryna take others cultures and then DOWN TALK??? Bitch I’ll blow your whole face away you bitches pathetic t,white hoes,white hoes,YES,white hoes,take other cultures,YES,Bitch,Bitch,YES,Bitch,blow your face away,YES,bitches ,bitches pathetic,YES,,,,,,
1160367883714777089,I forget i went to a white ass HS and they’re all republicans on my fb n shit. S,they're,n shit,YES,,,,,,,,,,,,,,,,,,
1156392401352527872,Ahsoka and Rey team up to kick the asses of people who talk shit about them: a star wars story,people,kick the asses,NO,people,who talk shit,NO,,,,,,,,,,,,,,,
1161797251938865152,They do but they voices deep ass hell 😭😭😂Houston got the most Beautiful women . Let’s ,they,voices deep ass hell,YES,,,,,,,,,,,,,,,,,,
1187489298360209408,@USER Hahahaha 😂 I have some neighbors and some cows and shit as well lol ,@USER,shit as well,NO,,,,,,,,,,,,,,,,,,
1157228040063193088,just because people have x amount of followers etc that doesn't mean they know what the fuck theyre talking about,people,what the fuck theyre talking about,YES,,,,,,,,,,,,,,,,,,
1156414458232823814,ain’t nobody really fuck with me the way they gonna. ,nobody,really fuck,YES,,,,,,,,,,,,,,,,,,
1186425209349398529,vsu be on that nut shit and they not gon be happy until niggas sue they asses for defamation of character,vsu,on that nut shit,YES,niggas,niggas,YES,,,,,,,,,,,,,,,
1161828769318895616,@USER @USER em dashes are the absolute shit and I will not hear a word against them,@USER,absolute shit,NO,,,,,,,,,,,,,,,,,,
1188255194062000128,"Nobody has the fucking guts to start a relationship. It's all about being ""just friends"".",Nobody,has the fucking guys,YES,,,,,,,,,,,,,,,,,,
1186029956666548224,I will use the grail to get rid of all these fucking worms,fucking worms,fucking worms,YES,,,,,,,,,,,,,,,,,,
1162143026627657728,@USER Oh fuck that's right you love Garcia vegas but talk shit about white owls even though it's the same company😂�,@USER,talk shit,YES,,,,,,,,,,,,,,,,,,
1157892097556582402,Bugs Bunny blows that shit out of the water in every conceivable way and deep down we all know it.,Bugs Bunny,blows that shit,YES,,,,,,,,,,,,,,,,,,
1161737013931810816,stop acting like teaching kids about LGBTQ+ history is the same thing as teaching them to fuck each other god hereros are fucking disgusting,kids,fuck each other,YES,hereros,fucking disgusting,YES,,,,,,,,,,,,,,,
1188290732836171776,What am I going to so with all these damn men &amp; young men around me 😩�,men,damn men,YES,,,,,,,,,,,,,,,,,,
1159478502216871937,@USER @USER @USER @USER Queen of rap. frauds dont write their shit and take checks for beefs but go off,NULL,frauds,YES,,,,,,,,,,,,,,,,,,
1161516582092320768,The rich black people don't give a fuck about you unless you affect their bottom line.,rich black people,don't give a fuck,YES,,,,,,,,,,,,,,,,,,
1161755767176859648,@USER Sick sick sick Thank God he’s not First Man living in the White House. #KAG20,NULL,NULL,NO,,,,,,,,,,,,,,,,,,
1187158610574491648,All you skin dicc niggas wit those stupid opinions need to go clean that #Duccbutter right now Sir. LoL,niggas,skin dicc niggas,YES,niggas,stupid opinions,YES,,,,,,,,,,,,,,,
1187028504266838026,it’s a difference between beefing &amp; getting shit out the way! My ppl ain’t beefing they getting shit out the way ,ppl,getting shit,YES,,,,,,,,,,,,,,,,,,
1156377309827481600,"wow they really just went ahead and killed abby. All this ""hey look im a good mother now"" was only so they could do this. fuck off man.",man,fuck off,YES,,,,,,,,,,,,,,,,,,
1187346188040916992,No one: Rosie : ITS 5AM BITCHES LETS PARTY also Rosie: yall its 8am go to fucking SLEEP,BITCHES,BITCHES,YES,BITCHES,fucking SLEEP,YES,,,,,,,,,,,,,,,
1157710718021582849,I AM FUCKING SICK and I mean fucking sick of missing a surprise Jhus performance I’ve had enou,NULL,FUCKING SICK,NO,NULL,fucking sick,NO,,,,,,,,,,,,,,,
1186533294503907328,@USER @USER They are both shit talking to each other in their minds ... day dream arguments,They,shit talking,YES,,,,,,,,,,,,,,,,,,
1162354369007894528,Floor seats could have been a fucking tune if the chorus wasn't weird and they got rid of that constant screaming.,NULL,fucking tune,NO,,,,,,,,,,,,,,,,,,
1159391722444447744,Some Scripted ass actors that prolly don’t kno shit about the city 🤷🏾‍♀️Who is these ppl on Black Ink Compton ? Yal,actors,Scripted ass actors,YES,,,,,,,,,,,,,,,,,,
1162219945846927360,@USER Niggas talked all that shit and ain't buy those bum ass sneakers. All niggas do is TALK. It sound good but the lies man the LIES,Niggas,Niggas,YES,Niggas,talked all that shit,YES,niggas,niggas ,YES,niggas,LIES,YES,,,,,,,,,
1159921873771216896,"Girls who talk shit back got the BEST PUSSY, I hate y’a",Girls,hate,YES,,,,,,,,,,,,,,,,,,
1187533711161491457,no portion of these goin nowhere nigga im mentally ill �,nigga,nigga,YES,,,,,,,,,,,,,,,,,,
1187260985867980800,@USER @USER The hypocrite Hammond thinks the public are fools. Typical elitist presumption.,Hammond,hypocrite,YES,Hammond,Typical elitist,YES,,,,,,,,,,,,,,,
1186266872204972033,It’s a must I keep it real with myself and start putting my foot back in these soft ass niggas chest ! 🤷�,niggas,soft ass niggas,YES,,,,,,,,,,,,,,,,,,
1187272385008930816,@USER @USER That’s them niggas 🙅🏾‍♂️ dat shit ain’t like dat,niggas,niggas,YES,niggas,dat shit ain't like dat,YES,,,,,,,,,,,,,,,
1161642071171706880,@USER And that’s facts cuz I do the shit aallll the time. 🤷�,NULL,do the shit,NO,,,,,,,,,,,,,,,,,,
1156065928603471873,y’all really be puttin weird shit on the tl like what goes ,NULL,weird shit,NO,,,,,,,,,,,,,,,,,,
1187952589742268416,bitches really be ordering shit and dip before paying lmfaooooo y’all ugly ,bitches,bitches,YES,bitches,ordering shit,YES,bitches,y'all ugly,YES,,,,,,,,,,,,
1187926453444403200,@USER Y’all are so proud of this ghetto shit s,Y'all,ghetto shit smh,YES,,,,,,,,,,,,,,,,,,
1141126099067424769,Why y’all wanna sit in a fucking parking lot so bad???????????,y'all,wanna sit in a fucking,YES,,,,,,,,,,,,,,,,,,
1161766546798235648,Other gay boys really irritate the fuck out of me with the catty little gay shade and extra shit.,gay boys,irritate the fuck out of me,YES,gay boys,catty little gay shade,YES,gay boys,extra shit,YES,,,,,,,,,,,,
1187499335304597505,@USER Stupid mean girls grow up to be stupid White House press secretaries.,girls,Stupid mean girls,YES,Stupid mean girls,stupid,YES,,,,,,,,,,,,,,,
1155000879109615616,Why are all guys the fucking same? Shit. When will someone prove me wrong?,guys,fucking same?,YES,guys,shit,YES,,,,,,,,,,,,,,,
1160977513767755778,"@USER @USER @USER fuck off, people like you giving fake codes for followers should jump of a bridge",NULL,fuck off,YES,NULL,jump of a bridge,YES,,,,,,,,,,,,,,,
1162040009991557121,"@USER They don’t even wear the same things twice, like what the fuck is wrong with you people",They,what the fuck is wrong with you people?,YES,,,,,,,,,,,,,,,,,,
1185994917559951360,Dude come the fuck on. How do these corners have jobs,Dude,fuck on,YES,,,,,,,,,,,,,,,,,,
1156045800046153728,@USER Stupid people are so stupid. Dunning and Kruger wish they got paid by the head.,people,Stupid people,YES,people,so stupid,YES,,,,,,,,,,,,,,,
1160284836604416000,Dont get fooled by the likes these bitch wacc asf in real life 😂🤞,these bitch,bitch,YES,these bitch,wacc asf,YES,,,,,,,,,,,,,,,
1155665284700803077,@USER wtf im so sorry you had to see that :( they really have to fix their shit,@USER,wtf,NO,they,fix their shit,YES,,,,,,,,,,,,,,,
1157654266825379841,"I feel like people need a certain IQ to be able to vote, cuz these hoes 18+ and stupid as hell 🤦�",hoes,stupid as hell,YES,,,,,,,,,,,,,,,,,,
1160437731178106880,I would shit on u niggas wit a gtr but I'm more of a luxury nigga 😭😭💯 v8 amg tho still smoke al,niggas,shit on u,YES,niggas,niggas,YES,,,,,,,,,,,,,,,
1157521549051625472,@USER @USER Females would direct they attention on THAT once your header pop up 😂 and start grilling her shit on accident �,Females,grilling her shit,YES,,,,,,,,,,,,,,,,,,
1188574973411151873,@USER @USER They’re so fucking dumb . Anyone on the left who doesn’t see Islam as a brutal torture and death cult is an utter mo,They're,fucking dumb,YES,Islam,brutal torture,YES,Islam,death cult,YES,@USER,utter moron,YES,,,,,,,,,
1155979421792100366,@USER Omg are they really that ignorant? Do they live in a bubble?,they,ignorant?,YES,,,,,,,,,,,,,,,,,,
1161446034591166464,"Niggas be weird as shit, y’all swear y’all not weird but y’all be the weirdest of the ",Niggas,Niggas,YES,Niggas,wierd as shit,YES,y'all,weirdest of the weird,YES,,,,,,,,,,,,
1162366784671891456,"this dresscode shit is beyond annoying but lets be honest here, half of y’all complaining are the ones that wear fucking nike pros everyd",y'all,fucking nike pros,YES,,,,,,,,,,,,,,,,,,
1159886150477242368,"@USER Man niggas had lupe out the top 20, niggas leaving em off cause he white. All typa shit",niggas,niggas,YES,niggas,niggas,YES,nigggas,All typa shit,YES,,,,,,,,,,,,
1157773127876775936,blaming hispanics for the shooting in el paso when it was a fucking white guy that was just showing his hatred 🤢�,white guy,showing his hatred,YES,,,,,,,,,,,,,,,,,,
1158353967761387520,Wonder which girl idols have been fucking around with their own members,girl idols,fucking around,YES,,,,,,,,,,,,,,,,,,
1159683620589723648,Yall bitches be so proud to be dating bum pussy ass niggas �,Yall,bitches,YES,niggas,bum pussy ass niggas,YES,,,,,,,,,,,,,,,
1186137171545034752,"Frank saved 2019, bye motherfuckers I can now rest in fucking goddamn peace aaAAAAAAAA THIS IS THE THERAPY I FUCKING NEED FUCK OFF BITCHES",motherfuckers,motherfuckers,YES,BITCHES,FUCKING NEED FUCK OFF BITCHES,YES,,,,,,,,,,,,,,,
1155493351333990400,That's my publisher I'm in court with 💁 um! Wake up stupid. The publisher stole all the shit. Du,NULL,Wake up stupd,YES,,,,,,,,,,,,,,,,,,
1158425843670093826,niggas go to jail come home do the same shit and go right back,niggas,niggas,YES,niggas,go to jail,YES,niggas,do the same shit,YES,,,,,,,,,,,,
1159568586828070912,like between deadmaus kanye this why are mainstream artists such sacks of shit,mainstream artists,sacks of shit,YES,,,,,,,,,,,,,,,,,,
